GEITj_sft_corr_score,GEITje_sft_wrong_score,GEITje_sft_right
-3.0571636903083084,-3.1414241939783096,True
-2.3841853101164037,-2.947969101369381,True
-3.8079407612482705,-4.483514445168631,True
-3.1675518876174467,-3.1252024585211817,False
-1.9823507172358488,-2.2656438995472854,True
-1.9992651796412908,-2.855278643599542,True
-3.5651830073446034,-4.42653378573331,True
-2.6178445927151994,-2.8408267962164246,True
-2.5108165073907003,-3.3119949539276687,True
-3.980978741077706,-4.560192908263868,True
-3.181879982817918,-3.4131789017054768,True
-2.6813002539436437,-2.9369755883468316,True
-2.8526170848506607,-3.3212790426332504,True
-2.951492621589245,-3.321472578258677,True
-1.9266174222759824,-2.419944367600692,True
-1.9224764675144494,-2.3932589778469264,True
-1.9823507172358488,-2.4380937965324847,True
-2.1238856066484004,-2.450715042129949,True
-2.1982858747852823,-2.4035144797193686,True
-1.978908220716221,-2.4669457643503847,True
-2.4185469488537428,-2.9733506092738633,True
-2.1869117440655828,-3.026040170649399,True
-1.9904700600988388,-2.3923876182749293,True
-4.2169962376356125,-4.31865856051445,True
-3.458104155375622,-3.695324419531971,True
-3.458104155375622,-4.430382262170315,True
-3.3481092955480563,-4.914383396971971,True
-3.3481092955480563,-4.181131583584162,True
-3.4086107069524587,-3.3448520051671142,False
-2.5498844939544267,-2.7173084050059515,True
-1.7629275125132153,-2.543051858486918,True
-3.4086107069524587,-3.9621689843406784,True
-2.819471911067376,-3.6029289610063038,True
-1.7225685182937822,-2.5844652193288007,True
-1.7976336518942324,-1.7570285846891542,False
-2.402306016705552,-3.181783638894558,True
-2.8651462565661254,-2.870145531866001,True
-3.154934424345912,-3.537102532305289,True
-3.571934024379718,-3.560912205610657,False
-2.1483397686249157,-2.0611366776889253,False
-2.8029783708449485,-2.9003287116847787,True
-2.5648335485908547,-2.865274600193586,True
-2.6481987451171185,-2.785854982923131,True
-2.8651462565661254,-3.994986735206718,True
-3.154934424345912,-3.815640792949125,True
-3.571934024379718,-3.922987003086342,True
-2.524291877314681,-3.2000914967851712,True
-2.4700953763633153,-3.0532215053681284,True
-2.977986895731495,-2.7989024745911593,False
-2.930350100516807,-3.1539920029463246,True
-3.09247330983765,-3.985475318198472,True
-3.2224258949175817,-3.6092653211555445,True
-3.230571035309064,-3.3262849707213413,True
-3.3528680185623028,-3.968428287189454,True
-3.7995951054545003,-4.3871094378160445,True
-3.2541350576502737,-3.8806597431190313,True
-3.0436180873872027,-3.6700572959768274,True
-2.930576348580265,-3.553298032760401,True
-3.498344315763782,-4.052007700112881,True
-3.0308454901845834,-3.7799957058044753,True
-2.448989652539984,-2.9801671369366107,True
-3.74916934693465,-4.72647595902284,True
-3.1674689061037498,-3.8746896549710073,True
-3.4180143921236907,-4.05610237461293,True
-3.588973700017151,-4.084871833911166,True
-3.5046875900618035,-3.69863290404499,True
-3.3181084652314894,-3.6892732359258282,True
-3.3181084652314894,-3.922806389827747,True
-3.6296966663099335,-3.8344712432978363,True
-2.9364845403102473,-3.576915278681554,True
-3.9247174654970878,-3.8666374962660486,False
-3.317256678405794,-3.918165302390116,True
-3.133177180697304,-3.7258042969369853,True
-3.8566150168356086,-4.863286163407163,True
-4.1008617543596,-4.300603153102982,True
-3.154734843260437,-3.3192290851113606,True
-4.098234317048142,-4.289006581097575,True
-3.380574118671575,-3.548706939117983,True
-3.450560008616824,-3.7201532585701593,True
-4.15135636393513,-4.823102802038193,True
-3.964674611177403,-4.815617301006569,True
-5.582339629530907,-5.8579466776414355,True
-2.456218593652672,-3.4335764616605755,True
-4.224823446436361,-4.583672972318406,True
-4.224823446436361,-5.44260114160451,True
-4.224823446436361,-4.646007648358743,True
-4.523455633027923,-4.8209267321042715,True
-3.658935876814616,-3.902371494722662,True
-3.3046317006771764,-3.579173904007933,True
-3.4019917228059575,-4.344030498837431,True
-2.996858090350596,-3.631206533553389,True
-4.075206491505794,-4.708226886189853,True
-3.3332859554820145,-4.565728019518752,True
-3.691622168198228,-5.477006750611158,True
-4.10341606500359,-4.04131744717112,False
-4.10341606500359,-4.443865132177182,True
-4.10341606500359,-4.000570587581024,False
-2.9093690268669485,-3.7043452285065808,True
-3.0857986922220637,-3.995248030654953,True
-2.5290794431074413,-3.2262512291417806,True
-3.49661076731152,-4.170736817643046,True
-3.3601028802139417,-4.253808728522724,True
-3.3601028802139417,-3.868958273281654,True
-3.3237576665706,-5.264361722394824,True
-3.1444795388314457,-5.199334383010864,True
-2.5954598406957907,-4.6064264585397074,True
-5.386214533820748,-6.490781497955322,True
-3.053878338851468,-3.8155516799046643,True
-4.068155847868184,-6.58473352342844,True
-2.8842886924620768,-5.326249897480011,True
-1.996942881110694,-3.5397427599473303,True
-3.275927902251068,-5.307315741743271,True
-2.7217246158252237,-5.071089182786333,True
-2.307712272157501,-4.065084630373998,True
-2.7395395669672222,-4.314198679394192,True
-3.2763456497341394,-4.9436750784516335,True
-2.092395716388031,-3.944689380992107,True
-2.7821574452107596,-3.4462349238720806,True
-3.5628023110330105,-4.527735933661461,True
-3.5843977547396206,-3.790675074207353,True
-2.9456938387355134,-3.4436672953949405,True
-3.4849515888426037,-4.823615550994873,True
-2.5135036825033072,-4.033777995881709,True
-3.3615690337287054,-4.660780237780677,True
-3.3186226494435687,-4.896283496171236,True
-2.8235282311215997,-4.009595900618781,True
-2.533401488834484,-4.107922074469653,True
-2.968941221686287,-4.272035905884372,True
-2.7012565710015637,-3.532364566514099,True
-2.376026363645823,-3.0402050651609898,True
-3.338055801592418,-4.325444459760911,True
-3.3251854699570687,-4.674511228288923,True
-3.3251854699570687,-4.555622867175511,True
-3.071869222447276,-4.301585731407006,True
-3.068084964321719,-4.3336747118404935,True
-4.701416891533881,-5.9747293790181475,True
-2.815437992611392,-3.938416068235205,True
-5.099153757095337,-6.8921161651611325,True
-4.6566394848956,-6.005594218149781,True
-5.8499020508357455,-7.767794394493103,True
-2.527458884487195,-3.6341727561783044,True
-3.584952316712588,-5.058916509151459,True
-2.2036930366419254,-4.1823693629354235,True
-2.555037479374429,-3.0852394493726583,True
-2.4519939993442676,-3.38392260895026,True
-3.6078719452489167,-5.051280158106238,True
-2.886572167277336,-5.060568273067474,True
-2.7903623507979014,-4.9097208095093565,True
-3.8213695165977697,-5.5587354520394,True
-2.4217478722333907,-4.093024045974016,True
-2.626702474002377,-4.902999782727824,True
-2.6154743510802896,-3.0425023113687835,True
-1.6649347507224705,-2.079997529336002,True
-3.861068580299616,-5.076964974030853,True
-2.4417520378536377,-2.470875170468141,True
-2.9739493108128148,-5.848474196025303,True
-2.9479580899234863,-5.008221728934182,True
-3.4490714843333183,-6.6503757408687045,True
-2.55787606137429,-4.278388924068874,True
-3.0445990137319314,-5.87566401809454,True
-2.8878317789785797,-5.508465200662613,True
-2.7914167489871033,-4.61427738070488,True
-3.0363537280777977,-3.5485585939393123,True
-2.528684880415147,-3.409425353462046,True
-3.1091300760551044,-3.5591784974870584,True
-4.083745244993931,-4.219266785515679,True
-2.9546812873503026,-3.142935065129264,True
-2.374048913186319,-3.268945196075947,True
-4.760860301583307,-4.359142974019051,False
-2.8426615983247756,-4.070170194655657,True
-1.6254005935222198,-2.391124327022296,True
-3.399986577464733,-4.438123651931528,True
-3.2386880365242674,-4.156356477601961,True
-3.6955484975827857,-4.375178038026206,True
-2.3820855303589874,-3.297166270475524,True
-3.8689610809087753,-4.905961453914642,True
-3.1517369358546357,-3.4551058547063307,True
-2.562005644760211,-2.6949048186361324,True
-3.0591154420716604,-3.612525675784458,True
-2.3967379884062603,-2.8366520062222014,True
-1.7574194245273247,-2.6971636570990087,True
-2.939412471652031,-3.5456728041172028,True
-3.6377159655094147,-4.457671280950308,True
-3.1642920623222985,-4.092539362454166,True
-3.0048656083206877,-5.566655650734901,True
-2.913943233988539,-4.974552167786492,True
-2.9040623955343934,-5.665601862801446,True
-2.6309411102774902,-4.665980964899063,True
-3.220836932127713,-4.669931714423001,True
-3.688536746568894,-5.698287180491856,True
-3.647250515088672,-6.059339781602223,True
-3.376641139449526,-7.064828855650766,True
-2.180166876158462,-4.287747418880462,True
-3.356952254101634,-4.418333062529564,True
-2.778762398425236,-3.688674039810642,True
-3.2304995294490997,-3.675963096828623,True
-2.9887013393090456,-5.800944119691849,True
-3.649908037483692,-4.590012156963349,True
-3.1055130617072186,-4.31827097468906,True
-3.323365698258082,-4.060633314980401,True
-2.591365775969794,-2.9243844435045503,True
-3.0668264737585558,-4.258778236309687,True
-2.8047687025895964,-3.761402458604425,True
-3.1981847107086008,-4.298163461490356,True
-3.3225955719749134,-3.962645718944259,True
-2.6738570917387894,-3.372509075934229,True
-3.0567376735228833,-3.862583714929458,True
-2.4639122608453308,-3.4115857026395937,True
-3.7921427529295517,-4.816301739339057,True
-2.902244057273492,-3.4997431135125225,True
-3.2503241221110026,-4.08872621456782,True
-3.4958691574232517,-4.208626790436135,True
-3.26406788226177,-3.8781871457040324,True
-2.8493215587813587,-3.661972314255157,True
-3.170760182539622,-3.6999128700699657,True
-2.743488376523601,-3.6154847797879484,True
-3.8203679310336156,-4.232413082960193,True
-2.764980627620389,-3.808449756761547,True
-2.6738570917387894,-3.372509075934229,True
-2.4639122608453308,-3.4115857026395937,True
-3.3123668155499866,-4.054634818008968,True
-4.28274855869157,-4.988756320306233,True
-2.9774723409015373,-3.7461424708308186,True
-3.3196811437606812,-3.997621035319753,True
-2.902244057273492,-3.4997431135125225,True
-3.758922184808398,-4.1282529421059735,True
-3.223048248936215,-3.7031385852800063,True
-2.6830084348097443,-3.3829323884197757,True
-3.0144555064539116,-3.905513995148552,True
-2.532265823755591,-2.8464385423596923,True
-3.3850148066548473,-4.556040631098828,True
-2.4639122608453308,-3.4115857026395937,True
-3.2214193233521655,-3.6755457829601843,True
-3.204444002634452,-4.22310538045028,True
-3.368177565449514,-4.11474359940803,True
-3.2543377318297644,-4.144007256335499,True
-3.6877688377845677,-4.298777093581841,True
-3.870294927766857,-4.305714534347256,True
-3.6353921061148866,-4.153685695274422,True
-3.8464372775716975,-4.617592999445541,True
-2.829273393253061,-3.4561748076572685,True
-2.957892047990754,-3.854083024270949,True
-3.448847003087091,-4.371773774774435,True
-3.4159709524712527,-4.250393050086374,True
-3.341331516990128,-4.274305022507906,True
-3.4390845596990403,-4.434149483429792,True
-3.656020148595174,-4.800187468528748,True
-3.860438210623605,-4.380203800542014,True
-2.8047687025895964,-3.761402458604425,True
-3.616782207787037,-4.461314479013284,True
-2.3415793623656405,-4.108309658515888,True
-2.4986090932526657,-3.0312634438249426,True
-2.9621238467387028,-3.6081008651655995,True
-2.579959321185015,-3.4249500825036585,True
-2.146928758233447,-3.5912604772369376,True
-3.703275477135321,-4.364329031668603,True
-2.8434991815976733,-2.8639949795342545,True
-2.8562611873727293,-4.962944136327133,True
-3.6713337008323936,-4.69877995385064,True
-2.3544934773569737,-2.9414245888339274,True
-2.88655649201246,-3.2723716558206695,True
-1.8281676935843776,-3.3339398752253215,True
-2.7854952433397275,-4.593799830547401,True
-3.879672130080871,-3.4604089143944696,False
-1.819847016636777,-2.320519177129458,True
-1.760428150859146,-3.5090555929179703,True
-2.4213470084474205,-3.9635985765373336,True
-1.9730108029063558,-2.523613054305315,True
-2.3285556725604692,-2.7826267112453933,True
-2.563095678897298,-4.262887030094862,True
-1.900497955452643,-2.110799397184261,True
-2.0124647413344623,-2.981317311704445,True
-3.9332703760980317,-3.8710831544163673,False
-1.429911710314991,-2.319351213049858,True
-2.2781084439302504,-3.8312376337125897,True
-2.0215632650925888,-2.6696129145711893,True
-1.9868545066565275,-3.644296873904144,True
-2.391641097000012,-4.320737634427273,True
-3.058111187810677,-3.4522692170614997,True
-2.1478800025175917,-3.3895685940303584,True
-2.956815598964795,-3.456308434397215,True
-2.893991235568137,-3.455462960505429,True
-3.659251262984154,-3.903997265268117,True
-2.853273946326226,-3.3278615676888053,True
-2.2085946379886083,-3.0501707922944443,True
-1.7813047177054235,-1.9167835259819326,True
-3.0753853999834972,-3.7986232355137224,True
-1.6454717020653418,-1.840238759789187,True
-1.9668594814263218,-3.7328350984410332,True
-1.9962842858858438,-2.7150679224670906,True
-2.016209583115051,-2.2493226748229063,True
-3.1532951860432084,-3.9186384769749236,True
-2.9223325987579303,-4.9077338129282,True
-2.0778347809327897,-5.536780272211347,True
-1.9636563184038904,-5.2092977073043585,True
-2.2794898520223796,-2.802212685878788,True
-2.8885108420299366,-4.482058968601955,True
-1.883035353247154,-3.086226658714521,True
-2.8648771059923566,-4.915294034140451,True
-2.031116304389963,-2.6390557926021176,True
-2.1648746683342988,-2.5084227132386085,True
-2.1648746683342988,-2.7144236251703906,True
-2.1648746683342988,-2.775534027815659,True
-2.1648746683342988,-2.730579717839481,True
-2.3625707799888915,-2.8137960333845817,True
-2.733475627255617,-2.921591173669395,True
-2.8144477018375675,-3.172275068388934,True
-2.851243958901614,-2.913657741185965,True
-2.4030689476808003,-3.173730619122147,True
-2.7392937011214338,-3.0649226323948824,True
-2.185266166538765,-2.9719530963588374,True
-2.2702595948667295,-3.500299183793686,True
-2.584102530362933,-3.348318599580255,True
-2.2592430352728723,-3.9554413084309394,True
-2.6747040167990366,-4.142450692696522,True
-2.862223936332157,-3.9015946889454165,True
-2.3050882914891084,-3.3622352148728063,True
-1.9304062688552222,-2.879082083169903,True
-2.511104312702082,-3.2033094806596636,True
-2.7307544703287325,-3.6813772353634704,True
-2.5549799646609106,-3.570076156801616,True
-2.738234621761746,-3.791258802259368,True
-2.622123902149794,-3.7515165010073153,True
-2.5318285796021276,-2.9426856880580696,True
-2.1131030575440186,-2.859874575253343,True
-2.932133403631936,-3.472850091010332,True
-2.4725345172829782,-3.2620099844554296,True
-2.354632000251903,-2.8397984565900907,True
-2.5653631366024325,-3.1709720013397082,True
-2.821465906397302,-3.7324387305057964,True
-2.539418614910877,-3.1689170845008143,True
-3.1249975375443078,-3.869854861604316,True
-1.9321564733092362,-2.379096354574279,True
-2.407197612067274,-2.916971525985799,True
-2.6309633179523244,-3.242904316715259,True
-1.9210274335123625,-2.8206139044726597,True
-2.9684412020413826,-3.4660225864499807,True
-2.447347988682419,-2.9778118223000907,True
-2.2835372717430196,-3.212332649032275,True
-2.654815636238911,-3.1884073266474946,True
-2.256308573005464,-2.742328409321751,True
-2.302220110459166,-2.903351084770475,True
-1.8847720017019127,-2.745461859845091,True
-2.373402838759878,-3.1330825131735764,True
-2.6998040213783447,-3.4967962294375816,True
-2.230687197093815,-2.934525012759776,True
-2.26912459864841,-3.138009421993047,True
-2.641887954022662,-3.2972429818841382,True
-2.4519561311840588,-3.1217887096257377,True
-2.8894774716114626,-3.5955953029450027,True
-3.494620685749396,-4.339202517725061,True
-2.9919348923334232,-3.253594085750852,True
-2.622135753871407,-4.230605447292328,True
-2.8545609918801347,-2.912909115625856,True
-3.230519947658953,-3.424040863689567,True
-3.1589078877798538,-3.0055317925557925,False
-3.2529736552519766,-3.4099393864931438,True
-2.850892011455861,-2.7845055500947637,False
-2.6786424616883675,-3.464502753070145,True
-3.271782335171548,-4.122635472740755,True
-4.249636777809688,-4.35169355198741,True
-3.8213226652296726,-3.6471555672663576,False
-3.3416376624788557,-3.5209684991171923,True
-4.580747648009232,-3.609298177761957,False
-3.770273315038399,-4.703893409007126,True
-3.266521306372144,-4.012960011181845,True
-3.8788274408725556,-4.1544859987676315,True
-3.376172365596224,-3.8410225018466773,True
-3.1726568650365587,-3.432679990350845,True
-3.8449209082871674,-3.7843115236610174,False
-3.5298625097390923,-4.068073865457657,True
-3.277069728657016,-3.503920440438062,True
-2.1742117991670966,-2.95718559683246,True
-2.5786842613578,-3.6580509474697465,True
-1.7405559172827452,-2.230593997143296,True
-1.8019500813688865,-2.2005309705922023,True
-1.729050149208012,-2.3509574918117484,True
-1.9501068946037776,-2.6963669413416937,True
-2.1887950591990375,-2.736019339566863,True
-3.1466112360954175,-3.536022792191943,True
-3.671424086464362,-3.890811871530281,True
-3.9165025673368397,-3.9201762572423937,True
-2.524829321137319,-3.3588285737932893,True
-3.5172339200096974,-3.8376551951993916,True
-3.2926853679305674,-3.4473301957776936,True
-3.7514370400458574,-4.011852018680656,True
-3.5730707129567034,-3.536518547270033,False
-3.6378172742449406,-3.9826259487719438,True
-3.6383611704839174,-3.766820839839056,True
-3.9426229420350865,-3.78166979933485,False
-3.480959832223187,-4.091344206587083,True
-3.3654646062675644,-3.6254486868514078,True
-1.8648617121057214,-2.3293107300740608,True
-1.8629820191358704,-2.6425968178918993,True
-1.6769419978883207,-2.4131815972814366,True
-1.878423346220174,-2.608686419363039,True
-1.5282886088921672,-2.0198075153288797,True
-2.035137432822239,-2.813512334963889,True
-2.202977687275658,-2.991357367520686,True
-1.5495413316686608,-2.169898074425146,True
-3.2751219219127155,-4.519207626581192,True
-2.9420515917008743,-3.501135752191268,True
-2.680826377555301,-2.607687141043134,False
-2.3464231221476344,-2.4301157874037016,True
-3.083097897022122,-2.849643134375679,False
-3.018722468607226,-3.4025221460615285,True
-2.7859702170592047,-2.799929640152856,True
-3.902844240755907,-3.495015518621464,False
-1.4943212279613363,-1.878106939011357,True
-1.8364851520891534,-2.429007220697323,True
-2.8481222660495686,-3.0646022746960324,True
-3.4058387064948104,-4.027855220561226,True
-1.944601088485797,-2.3187840324141744,True
-2.137789415931062,-2.7374809992774813,True
-3.0093485409258434,-2.9912410106368,False
-2.8001747262043257,-4.04590179414178,True
-2.600621733692757,-3.313744811776107,True
-3.024236677593864,-2.5349719157421635,False
-2.163227019737267,-1.8749524531197563,False
-2.4004646397813505,-2.0271009388203676,False
-2.4516683720390904,-2.1571479450725017,False
-2.532164043620772,-2.6767271657445235,True
-2.6133766066389703,-3.080326957365469,True
-2.156270096448305,-2.3064433569961693,True
-2.7157413858313864,-3.255135451393819,True
-2.4814611078591042,-3.064005797894424,True
-2.9857402204506798,-3.279991961782798,True
-1.9342650236760486,-2.570693847446819,True
-2.7051694642286748,-3.1168951198342256,True
-2.8945975272605815,-4.300413114018738,True
-1.77871438088385,-1.7779922470902967,False
-1.916440929179468,-1.9125259493369715,False
-1.9708932939351402,-1.8658824446454976,False
-3.3742823017035755,-3.5915898982202634,True
-3.024060423714288,-3.1564803568513264,True
-2.517275953417993,-3.2768246163614094,True
-2.517275953417993,-3.47478511556983,True
-1.8210284176748246,-2.4255685301277,True
-1.4431442624621433,-1.608452850860081,True
-2.167572554796061,-2.2545696159615547,True
-1.9297528970722244,-3.7586443083321988,True
-4.043769130608,-3.5554479280816547,False
-2.4054134994282017,-3.0179542423258963,True
-2.0775098532268945,-2.0745341070208023,False
-2.1147593635932935,-2.084049814974865,False
-2.042600993181113,-2.0067739313625497,False
-1.8466701586422136,-2.5608574222746467,True
-2.4175907698533448,-3.166205181609257,True
-1.8513617692337396,-2.2097274866343164,True
-1.6872392268335756,-2.661217595389209,True
-2.3939361437523985,-2.659360859797895,True
-3.3580086981870636,-3.482590152921148,True
-1.9507136322883727,-2.3266975282273656,True
-3.1387331704809793,-3.6910992215908967,True
-2.9020307138211243,-3.2936203324176914,True
-2.5889469150041062,-3.1522097142243926,True
-1.8574790843217936,-2.343389178184546,True
-2.382485555805033,-2.390807922374006,True
-2.0013958111716192,-2.586756505467747,True
-2.25901866659885,-2.686714724050997,True
-2.532334183402213,-3.070610741957694,True
-2.199093438923569,-2.750825306206025,True
-2.4363671255506283,-3.0083891295300993,True
-2.4363671255506283,-3.522067347719138,True
-2.43372701530825,-2.723136847371279,True
-2.43372701530825,-3.391344137271517,True
-2.452205827697119,-3.113706962665004,True
-3.2900730085846805,-3.2579207817727687,False
-3.176490540232044,-4.092072880268097,True
-2.2524220714364978,-3.141459595412016,True
-1.76404597141421,-2.1301604871902478,True
-2.996511648276646,-2.7982875770831015,False
-2.0037739714958662,-2.657590239457204,True
-3.333250692140104,-3.687738784071472,True
-2.174098557959749,-2.3650570767533483,True
-2.219834422015891,-2.830322932379204,True
-2.0884265167976834,-2.389332429945922,True
-3.059402049470009,-3.3652572565770242,True
-1.751999520038887,-2.084217784735136,True
-2.4554043478216045,-2.795509722286002,True
-2.752174185156994,-2.8532618525511535,True
-2.0687481950089106,-2.8459202462340314,True
-2.4294096198351136,-3.0802309327685324,True
-2.580540979572106,-3.0551078531570965,True
-2.413208594422459,-3.7195789547061877,True
-2.282492574060234,-2.9735321797556633,True
-3.0137551890002214,-3.5811945244082986,True
-2.6356730395928025,-3.2595765110588846,True
-2.9129967788984583,-3.1902891620540887,True
-2.2447546074468656,-3.0525085128182057,True
-2.329127849192446,-2.5739979974445304,True
-2.2579425170454974,-2.762803111968207,True
-2.7913368957670173,-3.070191110322412,True
-2.0054426651452864,-2.768315695639638,True
-3.3484942487896965,-3.959787607736265,True
-3.1748582121605673,-3.733018010854721,True
-3.0164760542413984,-3.7387911877335034,True
-3.592220722134516,-5.098629313916899,True
-3.418219628562968,-4.5377208186047415,True
-2.7359452401520685,-3.0454227392037865,True
