GPT_GroNLP_corr,GPT_GroNLP_wrong,GPT_GroNLP_right
-6.005396763483684,-5.839057564735413,False
-4.366199890772502,-5.414027750492096,True
-5.186237961053848,-6.540640950202942,True
-4.96856735433851,-5.257753389222281,True
-3.342231526854448,-3.383401047438383,True
-4.371693794748613,-4.739388783063207,True
-4.858024254441261,-4.996665014161004,True
-4.390309512615204,-4.140983528561062,False
-4.909013218432665,-6.831262548764546,True
-6.021050572395325,-6.868946472803752,True
-5.18247589468956,-6.206994950771332,True
-4.533826282868783,-4.765243296201031,True
-3.4697231909958646,-3.6791864736005664,True
-6.3650390625,-5.782524296215603,False
-4.675544548034668,-5.176200699806214,True
-4.444139460722606,-4.9306220809618635,True
-3.342231526854448,-3.5129037434235215,True
-3.157146334531717,-3.299329542554915,True
-3.78932043898385,-4.069394581951201,True
-4.421022939185302,-4.124440442432057,False
-3.845171307975596,-4.31269202449105,True
-4.377667376399041,-4.924470472335815,True
-3.5395228597852917,-3.7272988292906017,True
-4.4189991156260175,-5.239052494366963,True
-6.728249728679657,-6.061102867126465,False
-6.728249728679657,-6.330952984946115,False
-7.1191502544615,-6.9051899909973145,False
-7.1191502544615,-7.921704918146133,True
-3.865218325634487,-4.691154400197168,True
-5.815315872430801,-5.898388942082723,True
-4.635845685005188,-4.977036774158478,True
-3.865218325634487,-4.352135620700817,True
-4.493839999428019,-6.8261682987213135,True
-2.8672848586839708,-3.8246148824691772,True
-4.136455208063126,-4.317775112887223,True
-3.7812235951423645,-6.388152122497559,True
-3.581439157288211,-4.460466601420194,True
-4.144550831134741,-4.97846556485941,True
-4.375598816453324,-4.869608342880383,True
-4.277812524698675,-4.360998742515221,True
-6.7688692808151245,-6.653310418128967,False
-5.470560411612193,-5.6728547016779585,True
-5.739533483982086,-5.886872927347819,True
-3.581439157288211,-5.034462927441512,True
-4.144550831134741,-4.6914606009210855,True
-4.375598816453324,-5.183688033904348,True
-4.101586043116792,-4.932890605926514,True
-4.170615736123485,-6.681097090244293,True
-4.344119548797607,-5.400733252366384,True
-3.940397410925167,-4.797253131245573,True
-5.503258830308914,-7.3768499372527,True
-5.106974157340386,-5.729986621936162,True
-5.3401884958148,-5.803571362580572,True
-5.188947784900665,-8.130864756447929,True
-5.606322240829468,-7.972235747746059,True
-5.540044539504581,-7.913523197174072,True
-5.417998616397381,-7.289173488272354,True
-4.936551815643907,-7.193450391292572,True
-6.116479986243778,-8.243320056370326,True
-5.605475102737546,-8.081177923362702,True
-5.317690348625183,-7.219618603587151,True
-4.844209948182106,-6.37184837129381,True
-5.919232991337776,-6.662977593285697,True
-5.348021899660428,-6.570514291524887,True
-5.332940827716481,-7.105205827289158,True
-6.389902538723415,-5.995268779722127,False
-6.214454853534699,-6.2506019353866575,True
-6.214454853534699,-7.17865252494812,True
-6.256284677846865,-5.93893032588742,False
-4.927778265438974,-5.868569450960918,True
-5.90223250289758,-6.311178783575694,True
-5.493006518253913,-5.974775011340777,True
-4.617850589965071,-5.523071723679702,True
-6.340143264995681,-7.551329523324966,True
-7.412598133087158,-8.498744487762451,True
-4.64445486664772,-5.985655307769775,True
-6.756675340235233,-7.922476291656494,True
-4.095184490592643,-5.439551675319672,True
-5.757307818302741,-6.5093556841214495,True
-6.129669421248966,-6.937865078449249,True
-5.942444214597344,-7.538188934326172,True
-6.859615236520767,-7.835131236485073,True
-6.232930284738541,-8.248448640108109,True
-5.8602798912260265,-6.405968472361565,True
-5.8602798912260265,-6.1700535118579865,True
-5.8602798912260265,-5.813759260707432,False
-6.867109188011715,-7.623831024536719,True
-6.166263675689697,-6.985554324256049,True
-6.259771168231964,-7.145504883357456,True
-5.7264198660850525,-7.376816953931536,True
-5.166326701641083,-6.385032773017883,True
-5.261496737599373,-7.032204758109791,True
-7.1400063688104805,-8.33625152375963,True
-5.256501078605652,-7.647203207015991,True
-7.579732738435268,-7.031200074590743,False
-7.579732738435268,-7.328085771399653,False
-7.579732738435268,-6.680164166167378,False
-5.432935452461242,-6.388741069369846,True
-6.402889204025269,-6.988136582904392,True
-6.59214186668396,-7.538181722164154,True
-6.318000435829163,-9.359142462412516,True
-6.111018985509872,-5.075761079788208,False
-6.111018985509872,-5.69560839732488,False
-4.478253936767578,-5.6944420337677,True
-4.932860708236694,-6.218871712684631,True
-4.79691082239151,-5.539412212371826,True
-5.204092772943633,-4.59548556804657,False
-5.339783608913422,-5.756326039632161,True
-5.92870261669159,-7.183616518974304,True
-3.57777239192122,-5.031641364097595,True
-3.6383007049560545,-4.041024208068848,True
-4.857196688652039,-6.994473298390706,True
-5.407569617033005,-6.203367710113525,True
-5.57318754196167,-6.426376938819885,True
-3.656007742881775,-5.419212222099304,True
-4.52955117225647,-5.58433165550232,True
-4.630512380599976,-4.5510590587343485,False
-4.715286350250244,-4.413488711629595,False
-4.173916006088257,-4.761322021484375,True
-4.842706004778544,-6.321411848068237,True
-4.169333219528198,-5.635648826758067,True
-4.364185237884522,-5.516138831774394,True
-4.850594806671142,-4.744700598716736,False
-4.211214351654053,-5.073366451263428,True
-4.63050217628479,-5.172277355194092,True
-6.57648503780365,-6.490769401192665,False
-4.38392819960912,-5.634586708886283,True
-4.478782701492309,-5.134143304824829,True
-5.279550838470459,-5.583809693654378,True
-3.951900672912598,-4.260604228292193,True
-4.451340973377228,-6.960747241973877,True
-4.396187850407192,-4.476058721542358,True
-4.396187850407192,-4.1694385528564455,False
-4.888318061828613,-7.5309648513793945,True
-5.290617108345032,-7.043946743011475,True
-7.07352876663208,-9.49715805053711,True
-3.5789463917414346,-4.80787935256958,True
-7.639966726303101,-9.299914677937826,True
-6.092979709307353,-9.172562917073568,True
-7.839676380157471,-9.924732526143393,True
-6.404211881384254,-9.801851749420166,True
-6.166702508926392,-6.786074638366699,True
-5.71925950050354,-5.5658547679583235,False
-3.8200995206832884,-4.638269220079694,True
-4.414897799491882,-4.602518609591892,True
-4.91472737789154,-5.481423735618591,True
-4.339285922050476,-4.927501559257507,True
-3.340379516283671,-4.87768292427063,True
-4.209886738232204,-6.309145887692769,True
-3.80939838886261,-5.133567492167155,True
-4.479207968711853,-7.364720622698466,True
-5.322085638840993,-6.778423547744751,True
-4.099377413590749,-4.97464793069022,True
-5.7806969165802,-7.44922194480896,True
-5.911763763427734,-4.76892991065979,False
-4.366769170761108,-6.966161767641704,True
-5.034663677215576,-7.136841694513957,True
-5.649536752700806,-7.38971730073293,True
-4.859881591796875,-7.153950413068135,True
-4.704866409301758,-7.31344199180603,True
-5.138247942924499,-7.446819702784221,True
-4.581924532850583,-6.696941103254046,True
-6.092316317558288,-8.216992139816284,True
-5.974995231628418,-8.665826797485352,True
-6.79433765411377,-8.605148792266846,True
-6.5338986873626705,-8.860964953899384,True
-6.379889392852784,-7.93173623085022,True
-6.02371244430542,-8.568615078926086,True
-6.550997495651245,-8.536459565162659,True
-6.042161273956299,-8.37793892621994,True
-2.856997915676662,-3.7131162030356273,True
-5.46004741191864,-6.376796269416809,True
-5.683256053924561,-6.6731459379196165,True
-5.9407724142074585,-7.082154393196106,True
-5.054777574539185,-6.070260906219483,True
-5.742726421356201,-7.615692186355591,True
-6.985700988769532,-8.671793520450592,True
-4.681395838658015,-4.926169008016586,True
-6.2602027416229244,-6.232138633728027,False
-4.49640874351774,-5.346449111189161,True
-2.3127864400545755,-2.822978526353836,True
-4.100584728377206,-5.037257620266506,True
-4.611830520629883,-6.282889580726623,True
-4.548714733123779,-6.190733814239502,True
-4.419773602485657,-7.810026168823242,True
-5.199238967895508,-7.27454427878062,True
-6.234453511238098,-7.515094558397929,True
-4.7371515989303585,-6.305039133344378,True
-5.419251728057861,-7.72529951731364,True
-4.863709783554077,-7.494180965423584,True
-4.51963529586792,-7.175365591049195,True
-5.25736780166626,-7.77792489528656,True
-4.7298236846923825,-6.109075886862619,True
-5.073150014877319,-5.925511455535888,True
-4.616744804382324,-6.0639992475509645,True
-6.415925788879394,-8.631878197193146,True
-5.219100284576416,-7.822019537289937,True
-5.549524593353271,-6.64758608341217,True
-4.38611490726471,-6.4460782289505,True
-4.3741248607635494,-5.859161782264709,True
-4.577777652939161,-4.72636022738048,True
-5.142018881711093,-5.574783658981323,True
-4.095981399218242,-4.197064063765786,True
-5.183270911375682,-5.533385786143216,True
-4.785564639351585,-5.475701439380646,True
-4.0367858071739855,-3.7764148016770682,False
-4.584211769912924,-4.992266191886022,True
-4.065281853079796,-4.129609508947893,True
-5.046362645924091,-5.3676561631939625,True
-4.324121405680974,-4.917358875274658,True
-4.718028621240095,-5.321919882297516,True
-5.367280960083008,-5.785294993357225,True
-4.441626687844594,-4.475035201419484,True
-4.761207898457845,-5.149444471706044,True
-4.3173127472400665,-4.563962752168829,True
-4.636616923592308,-4.910736155509949,True
-4.894124718812796,-4.922636379798253,True
-4.443845293738625,-4.909996843338012,True
-4.0367858071739855,-3.7764148016770682,False
-4.065281853079796,-4.129609508947893,True
-4.467588076988856,-4.594853466207331,True
-5.233311831951141,-5.74975206635215,True
-4.68472065708854,-5.164256393909454,True
-4.780409802090038,-5.2974565625190735,True
-4.324121405680974,-4.917358875274658,True
-5.193106869856517,-5.259996663440358,True
-4.35983470082283,-4.624614302928631,True
-4.651350174347559,-4.129551598003933,False
-4.242357403039932,-4.30136222189123,True
-4.560294789075852,-4.670551632131849,True
-4.932352771361669,-5.244464126500216,True
-4.065281853079796,-4.129609508947893,True
-4.656010677417119,-4.502516150474548,False
-5.5570914203470405,-5.9704586386680605,True
-5.062760006297719,-5.488660740852356,True
-4.5087010860443115,-4.735649249770424,True
-4.668511739798954,-4.769718747872573,True
-4.87640014787515,-4.91705491326072,True
-4.948844172737815,-5.448605942726135,True
-4.952147364616394,-5.498697185516358,True
-4.345756699641545,-4.258827610449358,False
-4.37308269739151,-4.657540538094261,True
-5.187247395515442,-5.687960410118103,True
-5.473500761118802,-5.819134020805359,True
-4.781925310691197,-5.188121383840388,True
-4.715540441182943,-5.216633240381877,True
-4.611264760677631,-4.765284210443497,True
-5.079243242740631,-5.119957230307839,True
-4.095981399218242,-4.197064063765786,True
-4.977306415637334,-5.531217499212786,True
-5.334539254506429,-6.156073723520551,True
-5.49077732115984,-5.561998628079891,True
-3.6885643303394318,-4.827305061476571,True
-4.960446715354919,-5.517920397222042,True
-3.849011516571045,-4.621094226837158,True
-4.274720072746277,-5.2248825033505755,True
-3.961774332182748,-4.103742375969887,True
-4.323833858966827,-5.5479231253266335,True
-4.662217998504639,-5.779695630073547,True
-4.8433987159556375,-6.0562734143932175,True
-5.648473152092525,-5.460333951314291,False
-4.3250341610453855,-5.846715409657918,True
-4.99260361767237,-5.895409288505713,True
-4.958494718869527,-3.8387541748010197,False
-4.296979308128357,-4.372506389021874,True
-4.1922426462173465,-5.010645821690559,True
-4.87268767792445,-6.483669702823345,True
-4.572056571642558,-4.897688759697808,True
-3.5121862209505506,-3.8691785857081413,True
-5.363258649905522,-7.821462631225586,True
-4.122350960969925,-4.117957331917503,False
-3.2735032215714455,-4.495768651366234,True
-6.279728218913078,-5.700664639472961,False
-5.846292083816869,-5.7120462860912085,False
-4.803625634738377,-5.54336541891098,True
-3.9237893703911038,-4.27460562520557,True
-4.329481393098831,-4.215784590159144,False
-3.844933035118239,-5.049326753243804,True
-4.507916182279587,-5.150416508316994,True
-2.7217665995870317,-3.536489337682724,True
-4.179757523536682,-5.09902057647705,True
-4.709476041793823,-5.0947462055418224,True
-4.584991507232189,-4.842865474522114,True
-3.784455235004425,-3.806249692440033,True
-4.379799854941666,-4.020086286159662,False
-4.110034670552303,-3.676547623881749,False
-4.31764600908055,-4.347674018144607,True
-3.7564397590855756,-4.083200198411942,True
-3.7850932478904724,-5.132979865585055,True
-4.485497263643672,-5.1246113562408615,True
-3.5147184232870736,-3.585912048816681,True
-4.3196694025642834,-4.793577021360397,True
-4.38294589977998,-7.158759498596192,True
-3.460500817745924,-5.070960812270641,True
-4.214506283402443,-5.408125162124634,True
-2.630997221916914,-5.185610942542553,True
-4.189727576339946,-5.830411207675934,True
-2.162685864501529,-4.444459497928619,True
-3.8329535665966215,-5.1690744906663895,True
-3.113468813896179,-4.18485734462738,True
-3.9871943652629853,-4.361563926935196,True
-3.9871943652629853,-4.350118416547775,True
-3.9871943652629853,-4.9361499667167665,True
-3.9871943652629853,-4.4403977513313295,True
-4.266250363985697,-4.655552671353022,True
-4.8381547424942255,-4.934638926759362,True
-4.797144191339612,-4.970238905400038,True
-4.1469822732301855,-3.9407342204025815,False
-4.684424966573715,-5.092177242040634,True
-4.043361335992813,-4.508299085828993,True
-2.720032587647438,-3.3098828867077827,True
-2.810502305626869,-4.78430750221014,True
-3.052914428524673,-3.471136435866356,True
-3.504925038665533,-5.442172471433878,True
-3.216351879760623,-4.643759806743926,True
-4.560695871710777,-5.208827003836632,True
-4.7706708163022995,-6.123665630817413,True
-2.271163168673714,-3.240989161655307,True
-3.290573298931122,-4.216735914349556,True
-3.3285158938831754,-4.820617092980279,True
-2.4711705247561135,-3.2720296680927277,True
-3.2693359322018094,-4.383588790893555,True
-2.860048785805702,-3.753763549029827,True
-3.775705985724926,-3.9761094972491264,True
-2.917969733476639,-3.848239451646805,True
-4.212962239980698,-5.386220991611481,True
-3.3252600505948067,-4.357454851269722,True
-2.805219888687134,-4.095946118235588,True
-3.199445851147175,-3.616012364625931,True
-3.3036454766988754,-4.6747976988554,True
-4.029948365688324,-4.20877445936203,True
-4.474697530269623,-5.503704355822669,True
-4.089732730388642,-4.566762149333954,True
-3.4518122472282915,-3.480215400271118,True
-4.092746615409851,-4.495098054409027,True
-2.9060082972049712,-3.7712340861558915,True
-3.7485287653075323,-3.906207071410285,True
-4.384912605956197,-4.811919589713216,True
-3.751796775394016,-4.410583469602797,True
-3.728574607107374,-4.078153332074483,True
-3.898801012472673,-4.083256125450134,True
-3.2546350474541006,-3.622773379087448,True
-3.7456327023153957,-4.31243090162223,True
-3.7936978411268103,-3.95895734869621,True
-3.7403129090865455,-4.001564866552751,True
-4.553823173046112,-4.889575903232281,True
-3.702621969704827,-4.1040143600354595,True
-3.8861010313034057,-4.082887816429138,True
-3.3460867760533635,-3.684420891783454,True
-3.910927346119514,-4.179385432830224,True
-3.6705876886844635,-5.305682826042175,True
-4.473572909832001,-5.367545161928449,True
-2.6847672164440155,-3.8276674641030177,True
-4.133751741300027,-4.907053858041763,True
-4.079996511340141,-5.183752761946784,True
-5.063787659009297,-4.349573169435773,False
-8.018484115600586,-7.592797374725341,False
-4.361997110503061,-5.018602174520493,True
-4.259754219816791,-4.815474722120497,True
-4.111223437956402,-5.021894600656298,True
-4.779043078422546,-5.81955361366272,True
-5.24748307466507,-6.680573582649231,True
-3.4097732603549957,-6.025885391235351,True
-4.455846965312958,-6.902629804611206,True
-3.511096864938736,-6.29251811504364,True
-4.492524266242981,-6.349205422401428,True
-4.328673899173737,-4.995895981788635,True
-5.676318096166307,-5.370234076441689,False
-5.292912304401398,-5.3205286860466,True
-5.498221233487129,-5.578169261415799,True
-5.81402408182621,-5.841849818825722,True
-5.414322127898534,-5.407735576232274,False
-4.348799126688391,-4.564717695116997,True
-3.7436790797445507,-4.927938437461853,True
-4.204787936806679,-4.731253522634506,True
-4.8444712062676745,-5.5991692543029785,True
-3.216798707842827,-4.126569759100676,True
-4.169682513922453,-4.986340716481209,True
-3.1834826450794935,-4.2265594601631165,True
-5.182559154927731,-5.061984760065873,False
-5.980868184566498,-6.002594268321991,True
-5.413205209374428,-5.416893401741982,True
-4.684142546994345,-5.536683789321354,True
-5.497735658288002,-5.52482148706913,True
-5.02887337045236,-5.161551024426114,True
-4.937255298549479,-4.901647295464169,False
-5.629064145684242,-5.6007721573114395,False
-5.200761198997498,-5.610404515266419,True
-5.454087090492249,-5.582014203071594,True
-5.720296540856362,-5.742895236611366,True
-5.708256688714028,-5.5693013817071915,False
-5.484264102578163,-5.414512792229653,False
-3.145852850543128,-3.7586467961470285,True
-3.7931571062654257,-4.56744883954525,True
-3.6321276143193244,-3.9914637207984924,True
-4.3525003552436825,-4.910245544463396,True
-3.1121495074846526,-3.5130488418719987,True
-4.602795564315536,-4.976323078979146,True
-4.083926194243961,-4.8039365609486895,True
-3.6125566884875298,-4.309617748856544,True
-4.508211946487426,-6.340932846069336,True
-4.940641529858112,-5.719545883791787,True
-3.2794485022039974,-3.3086117969618902,True
-4.4810647169748945,-4.255118274688721,False
-3.9627257108688356,-3.648129094730724,False
-4.464908088956561,-4.760040368352618,True
-4.464971326864683,-4.747711690572592,True
-4.884257011943394,-4.873029311498006,False
-3.058652549982071,-3.51089600721995,True
-3.954790055219616,-4.53687990270555,True
-4.100122816860676,-4.270374563005236,True
-4.436579890549183,-4.631494419442283,True
-3.3298636808991433,-3.8860302701592446,True
-3.5871327093669345,-4.798546155293782,True
-5.491415057044763,-6.086056879411141,True
-4.422499285803901,-4.68725233607822,True
-3.6335769332945347,-4.130845649788777,True
-4.96741120191291,-4.686828355987867,False
-4.081085579735892,-4.099385917186737,True
-4.452583021977368,-4.2220354894797,False
-3.7769705504179,-3.9284486640244722,True
-4.809587222337723,-5.135581439733505,True
-2.807672882080078,-4.11536625453404,True
-3.3033282889260187,-3.4305210655385796,True
-5.8056212067604065,-6.2334893345832825,True
-4.8712249279022215,-5.1074535012245175,True
-4.313204540146722,-4.141415768199497,False
-4.091182723641396,-4.7135335717882425,True
-3.767926108837128,-3.9590134263038634,True
-6.378020604451497,-8.756451606750488,True
-3.1347528100013733,-3.1225760025637492,False
-4.229432447390123,-3.436460167169571,False
-3.3112202286720276,-3.040518178471497,False
-5.374454992158072,-4.955131262540817,False
-4.868250794708729,-4.787056022220188,False
-3.259985316883434,-3.634045720100403,True
-3.259985316883434,-3.7139389514923096,True
-3.3896937131881715,-3.9266094326972962,True
-2.684063268825412,-2.783546580001712,True
-3.2494290601462126,-3.7624489590525627,True
-3.7627392172813416,-3.992402528013502,True
-4.267082002427843,-4.319140368037754,True
-4.3706505383764,-5.322315653165181,True
-3.740956561131911,-3.535166759382595,False
-4.427815411938354,-4.189735689578811,False
-4.211717355802345,-4.325628461316228,True
-3.6475141784724068,-4.224898478564094,True
-4.077430337667465,-4.20296957095464,True
-4.227514231204987,-4.4378650188446045,True
-4.880326248705387,-5.35817572226127,True
-5.2908229529857635,-5.647847265005112,True
-5.383212360468778,-5.512053879824552,True
-3.5412683608718165,-4.059574025584549,True
-5.577150881290436,-6.0639126896858215,True
-5.28583949804306,-5.610162138938904,True
-4.9714746077855425,-5.801599502563477,True
-5.415586369378226,-6.42630706514631,True
-5.29648831486702,-5.336656361818314,True
-5.084654024669102,-5.57327629838671,True
-5.036323632512774,-5.320099370820182,True
-6.399454461203681,-7.304428060849507,True
-4.733840823173523,-5.336218786239624,True
-3.471055620908737,-4.186466073989868,True
-3.471055620908737,-5.010354626178741,True
-3.5303645763132305,-3.9580045375559063,True
-3.5303645763132305,-5.090871238046223,True
-3.923725122755224,-4.787362212484533,True
-5.8120434284210205,-5.981618563334147,True
-4.292039185762405,-4.828200668096542,True
-3.5529878007041082,-5.328931361436844,True
-3.1892454657289715,-3.8176565799448223,True
-6.106228936802257,-5.986910072239962,False
-3.1393335138758025,-3.8292034243543944,True
-4.130600368976593,-4.947313368320465,True
-5.1871689813477655,-5.122595352785928,False
-2.580449907730023,-3.361623595158259,True
-4.081638327011695,-4.321103151027973,True
-4.293665105104447,-4.407574099302292,True
-3.8584038813908896,-4.223276317119598,True
-5.192356150883895,-5.103740766644478,False
-3.976417052745819,-4.268340802192688,True
-4.148518085479736,-4.629076883196831,True
-4.208683788776398,-4.782320064306259,True
-2.894914487066368,-3.113252996467054,True
-3.501429604159461,-5.30535845624076,True
-3.9808609783649445,-5.193797029554844,True
-4.45813724398613,-4.724849969148636,True
-3.7248240311940513,-3.89774579472012,True
-3.72510380636562,-3.6236442110755225,False
-4.142794172872197,-4.767886072397232,True
-4.125546023249626,-4.037712633609772,False
-5.055549193512309,-5.646875007586046,True
-3.4948423554499946,-3.5111076484123864,True
-4.371757006645202,-4.373730315102471,True
-4.347193823920356,-4.203513224919637,False
-4.635394632816315,-4.625769102573395,False
-4.478832095861435,-5.273670673370361,True
-5.277960157394409,-6.806335735321045,True
-4.389809899859959,-5.59766607814365,True
-4.66400549809138,-5.060525735219319,True
